Link, Item, Quantity, (Unit Price, Batch Price, Total Price)
https://www.dell.com/en-uk/shop/workstations/precision-3930-rack-build-your-own/spd/precision-3930r-workstation/xctopr3930emea, Dell 1U Edge Server, x1, N/A, N/A, N/A
